id,host_id,property_type,room_type,bathrooms_text,neighbourhood,name,description,accommodates,bathrooms,bedrooms,beds,price
48205190,388923174,Private room in bed and breakfast,Private room,1 shared bath,"Meyrin, Genève, Switzerland",Auberge des Vergers,1 Atypical themed room in a city hostel in the center of a new eco-district very well served. <br />Bus 57 from the airport. Trams 14 and 18 from downtown.<br />Underground paid public parking and free public transportation card right<br />6 non-smoking rooms have a private bathroom and 4 on 2 shared bathrooms.,2,1.0,1.0,1.0,103.0
48224385,386989184,Entire rental unit,Entire home/apt,1 bath,"Chambésy, Genève, Switzerland",Pied-à-terre à Pregny-Chambesy,"Ideal location for this very comfortable 35 m² room apartment, in the basement of a small 3 apartment building built in 2020 and surrounded by greenery. Quiet location near international institutions and the airport (bus stop in both directions 100m from the house). 1 large living room with sofa bed and double foldaway bed, well equipped kitchen, bathroom. Possibility of parking outside of property""",3,1.0,1.0,1.0,91.0
48239956,2038647,Entire condo,Entire home/apt,1 bath,"Cologny, Genève, Switzerland",Confort Studio w garden,"Studio of 25 m2 on the ground floor of a quiet luxury residence with its small garden. <br /><br />The studio is fully equipped, equipped kitchen + dishwasher and washing machine. The apartment also has an electric bike available to facilitate your travels in Geneva.",2,1.0,0.0,1.0,200.0
48434784,374433312,Entire rental unit,Entire home/apt,1 bath,"Troinex, Genève, Switzerland",Magnolia: charmant studio pour une personne,"This charming studio with exposed wood beams is organized to accommodate 1 person looking for proximity to the city but also tranquility of the countryside.<br /><br />With its independent entrance, it offers a 140 x 200 bed and an office area to work  with wi-fi available. There is no kitchen but an organized area (fridge, stove and microwave); in the bathroom, the washing machine is installed.<br /><br />A parking space is available.",2,1.0,1.0,1.0,40.0
48977042,25147911,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Centrally located studio in beautiful Geneva,"One piece studio in Champel.  Bedroom apartment with a double bed and sofa.  Big kitchen area equipped with cookware and dishes.  Bathroom with bath tub and separate toilet room.  We provide linen, towels and free Wi-Fi.  Conveniently located near 1, 3, 5 & 8 Bus stops (2 mins) and 12 Tram (5 mins)",3,1.0,0.0,1.0,100.0
49108649,396066226,Entire condo,Entire home/apt,1 bath,"Pregny-Chambésy, Genève, Switzerland",3 pièces avec jardin dans une  villa  à Genève,"Beautiful 3 room apartment , 50 m2, furnished, with garden, for 2,700.- per month, parking and charges included 5 m from Lake Geneva<br />It is located in a semi-basement of a beautiful villa in Chambesy – Geneva.<br />Very bright with electric blinds.<br />Kitchen ,  living room- office and a  bedroom with bathroom.   <br /><br /> Bus stop 20 and 59. We are 5 m away by bus or car from international organizations (UN, Red Cross etc.), Cointrin – Geneva airport and A1 highway",3,1.0,1.0,3.0,95.0
49456069,398866909,Entire rental unit,Entire home/apt,2 baths,"Genève, Switzerland",Superbe appartement proche du lac,"5 rooms fully furnished and equipped. Under the roofs, this very charming apartment has a large terrace. The entrance serves a large fully furnished and equipped living/dining/kitchen, 3 bedrooms as well as 2 bathrooms, one with a Jacuzzi and sauna.",6,2.0,3.0,5.0,290.0
49686638,4250828,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Great place to enjoy Geneva city. (Near the UN),"Peaceful haven in the city center. Ideally located and quiet, surrounded by greenery. My apartment is available to you while I am away. <br />You will find everything you need. Supermarkets are a 2-minute walk away <br />By public transport: <br />- 20 minutes from Geneva Airport<br />- 8 min to Cornavin train station, main train station<br />The Accommodation: <br />Surface area of about 60 m2. It consists of an entrance hall, living room with 140 sofa bed, and room with a starry hotel's Spring box bed.",4,1.0,1.0,2.0,125.0
49763915,80530837,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Magnifique chambre et salon privé (35m2) dans appt,"At the foot of the Rhone, charming room composed of an alcove bed and a living room with fireplace with balcony (about 35m2). The space is private, a door allows you to isolate yourself from the rest of the apartment. Kitchen with balcony and bathroom with accessible bathtub. The apartment is located right in the heart of Geneva. All amenities are at the foot of the building.<br />A cat is present in the apartment. <br />Looking forward to welcoming you!",2,1.0,1.0,1.0,153.0
49808750,9940064,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Grande chambre au bord du lac,"We are 30 meters from the lake , and 10 minutes from the train station, it is a large apartment with a small garden in the inner courtyard. We have 1 cat.",2,1.0,1.0,1.0,93.0
49999206,317384808,Entire condo,Entire home/apt,1 bath,"Vessy, Genève, Switzerland",Lovely one bedroom condo with garden access,"Bright and quiet beautiful place.<br />According to you mood, you are 15min away from downtown to shop, visit the city and eat, or you can go for a hike using the cable car in France to enjoy a beautiful view of Geneva and the Alps... 15 min walk away as well.<br />Parking and Public transportation are easy. It is possible to rent two bikes. <br />Highway is 10 min driving.<br />Don't hesitate to contact me for further information, I'll be glad to help you.",2,1.0,1.0,1.0,75.0
50095544,170201705,Entire rental unit,Entire home/apt,2 baths,"Genève, Switzerland",Appartement meublé,"Furnished  and equipped apartment located 5 minutes from Geneva city center,<br />building overlooking the park, at the end of a cul-de-sac, very quiet neighborhood,<br />1 double bedroom, 1 bedroom with 2 pull-out beds,<br />2 bathrooms,<br />large sun terrace",3,2.0,2.0,3.0,200.0
50525326,205414614,Entire rental unit,Entire home/apt,1 bath,"Le Grand-Saconnex, Genève, Switzerland",petit 2 pièces confortable près de l' aéroport et nations unies,"Relax in this cozy home with a view of the mountains ,enjoy the sunset  in winter, the naige on the mountain<br /><br /><br />  Reach  the route em 3 minutes by car,<br /> the United Nations and the airport  em 5 minutes.<br /><br /> bus stop 5  towards  airport and Cornavin station is a 3-minute walk away.<br /><br /><br />full kitchen <br /> a comfy sofa bed<br /> Public car park available.",2,1.0,1.0,1.0,117.0
50604412,408726005,Private room in rental unit,Private room,1.5 shared baths,"Genève, Switzerland","SPECIAL ROOM, près gare.","Very central room in Geneva, near the train station, lake, shops and restaurants.",2,1.5,1.0,1.0,77.0
50631977,3528377,Entire condo,Entire home/apt,1 bath,"Genève, Switzerland",Beautiful and Totally Renewed/Furnished Apartment,Beautiful and totally renewed/furnished apartment with independent kitchen in Geneva center.<br /><br />This beautiful 30m2 apartment offers generous and bright spaces.<br /><br />It benefits from a magnificent brightness thanks to its optimal exposure all day long (South) and a beautiful view on the 4th floor with new elevator.,4,1.0,0.0,2.0,80.0
50802022,410604598,Entire serviced apartment,Entire home/apt,1 bath,"Genève, Switzerland",Appartement 3 pièces,"Three-room apartment of 68 m2, decorated and furnished with care, comprising two bedrooms (king size bed and twin beds), living room, bathroom with bathtub, separate toilet and equipped kitchen. <br />Free public transport and wifi map.",4,1.0,2.0,3.0,320.0
50859072,4008737,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Charming 1 bedroom apartment in Augustins,"A charming 1 bedroom apartment (around 60m2) with a spacious bedroom, lovely living room with balcony, and colorful kitchen, situated in a quiet yet lively Augustins.<br />The apartment is fully equipped (wifi, Netflix, dishwasher, washing machine, juicer etc). It is very well connected, placed 100m away from the tram 12 and 18 taking you within a few minutes to the city center. It is 2min walking from a river, 5min from magical Carouge and 20min from the Old Town.",3,1.0,1.0,2.0,121.0
50908158,3528377,Entire condo,Entire home/apt,2 baths,"Genève, Switzerland",Beautiful Two Bedroom Suit - Lake View,"Brand new apartment with three balconies on the shores of Lake Geneva with view on the lake.<br /><br />The apartment is fully furnished and equipped with luxury materials (floor heating system, triple glazing, soundproof walls, shower with steamer/hammam, bathtub with Jacuzzi, luxury furniture, big TV screens, high-speed internet, safe, laundry, etc.).",4,2.0,2.0,2.0,334.0
50908558,3528377,Entire condo,Entire home/apt,1.5 baths,"Genève, Switzerland",Prestigious One Bedroom Suit - Lake View,"Brand new apartment with two balconies on the shores of Lake Geneva with view on the lake. One of the most prestigious location in Geneva. <br /><br />The apartment is fully furnished and equipped with luxury materials (floor heating system, triple glazing, soundproof walls, shower with steamer/hammam, electric convertible sofa, big TV screens, high-speed internet, big dressing, safe, laundry, etc.). <br /><br />Surface is around 80 square meters (m2).",2,1.5,1.0,1.0,230.0
50960546,48450653,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement chaleureux au cœur de Genève,"Fully renovated apartment in old building with lift, ideally located in the heart of Geneva close to public transport,shops, restaurants. <br />Large bedroom with electric box spring bed large decorative fireplace storage cabinet. <br />Living room with adjustable 3 seater sofa, WiFi , large screen TV with free Netflix access, storage cabinet, balcony <br />Kitchen with large fridge , ceramic stove , electric table oven,dishwasher , washing machine.",2,1.0,1.0,1.0,160.0
51240228,50273872,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Beautiful old apartement in the heart of Geneva ❤️,"A magnificent 90m2 flat in the centre of Geneva, very sunny with one bedroom and two balconies. Located in the heart of Geneva in Plainpalais/Quartier des Bains district, next to the Patek Philippe Museum.<br />Located on the 4th floor (no lift). Large living room and a large kitchen. Design furniture, shower and bathtub. <br />Walking distance to the lake and the Rhône river. Close to all best local restaurants, bars and museums.",3,1.0,1.0,1.0,100.0
51357056,94673785,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Stunning and luxurious two-bedroom flat,"Apartment of standing, old style with parquet floor and high ceiling, located on the quays of the Pâquis.",4,1.0,2.0,2.0,247.0
51503263,17237627,Private room in bed and breakfast,Private room,1 shared bath,"Genève, Switzerland",Chambre à louer,"Discover the large park of buildings in the old town, low streets and our beautiful lakefront .",1,1.0,1.0,1.0,80.0
51589023,284001791,Entire home,Entire home/apt,1 bath,Neighborhood highlights,Maison de charme avec jardin à 2 pas de la Suisse🏔,"Beautiful house located in Ville-La-Grand 20 meters from the Swiss border, with large garden and views of the Salève and Mont Blanc.<br /><br />You will find a real haven of peace in a cozy and rural setting, close to all amenities.<br />The house is close to Lake Geneva, the center of Geneva as well as the cities of Annecy, Evian or Chamonix. <br />Geneva Airport is 30 minutes away.<br /><br />This place will be ideal for a stay with friends as well as a family reunion!",8,1.0,4.0,6.0,117.0
51646456,418387031,Entire condo,Entire home/apt,1 bath,"Bernex, Genève, Switzerland",Bernex : bel appartement en résidence,"Family accommodation consisting of a kitchen open to the living room (sofa bed 2 places), a large bedroom (1 double bed and 2 single beds, cot on request) and a shower room (Italian style).<br /><br />Kitchen equipment: fridge, freezer, stove, oven, microwave, Nespresso coffee machine, nespresso coffee machine,  kettle, washer/dryer equipment.<br /><br />Located in the center of the village, it is close to all amenities (shops, bus, tram, cafes, restaurants).<br /><br />Highway exit is 1 km away.",5,1.0,1.0,4.0,145.0
51834304,419901673,Entire condo,Entire home/apt,1.5 baths,"Genève, Switzerland",“Sanji” Lovely apartment in Geneva Old Town,"My place is good for people working/studying abroad in Geneva, my place is available for a couple weeks/months.<br /><br />Ideally situated  in Geneva Old Town, you'll be able to have everything, restaurants, cafes, stores, bars, clubs etc.<br /><br />Lovely neighborhood with a lot of life and lot of history.<br /><br />Transportation is 5 min. walking from apartment. <br /><br />Apartment is situated first line in Geneva Old Town, so it can be noisy time to time.",1,1.5,1.0,1.0,88.0
51857143,3528377,Entire condo,Entire home/apt,1 bath,"Petit-Lancy, Genève, Switzerland",Beautiful & Refurbished - One Bedroom - Lancy,"Beautiful and spacious 1 bedroom flat located in peaceful and natural area close to Geneva/Petit-Lancy. The flat is fully renovated and furnished, close to shops and direct transport to Geneva city center / train station (Tram 14 Les Esserts at 250 m) and Geneva airport (bus 23 Bossons at 250m).",4,1.0,1.0,2.0,150.0
52029360,122156970,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Private Room with a sofa bed.,"Lovely private room with a sofa bed, tv and dinning table.<br />There is wifi, Netflix and a small frigde in the room for your drinks and snacks.<br />Centrally located place, close to bars, restaurants, 2 km from Gare Cornavin, 300 m from Uni Mail, Parc des Bastions, a lot of life during the day.<br />I'm a joyful, love animals and respectful kind of person.",2,1.0,1.0,0.0,77.0
52124964,422008407,Private room in bed and breakfast,Private room,3 shared baths,"Genève, Switzerland",Rooms available within 5 mts walk from the UN Gva.,"Beautifully decorated luxury apartment in the heart of the diplomatic quartier.  Ideal for UN staff, Interns or those attending conferences in the Geneva Conference Centre or Palexpo.<br /><br />Apt is 10 mts bus ride from the airport and 10 mts in the other direction towards the central bus stand and train station. It is  5 mts walk from the UN Office of Gva and other diplomatic Missions.<br /><br />2 fully furnished bedrooms are available, each can accommodate two persons. Common areas shared.<br /><br />Price is per room",2,3.0,2.0,3.0,90.0
52280925,100678465,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Fully furnished Apartment share in Geneva CH,"Keep it simple at this peaceful and centrally-located apartment to share for rent in Petit Saconnex. Fully equipped. Public transport stop next to building (Bus 3 & 22). Very accessible to UN offices. Balexert shopping mall, supermarkets are within walking distance. Schools nearby. Gyms nearby. Several beautiful parks in the area. STRICTLY NON-SMOKING. NO PETS.",1,1.0,1.0,1.0,56.0
52452811,192806709,Entire condo,Entire home/apt,2 baths,"Genève, Switzerland",Stylish apartment close to the lake,"Enjoy a stylish experience at this centrally-located place and in walking distance to Geneva’s lake “lac leman”. You will enjoy not only being very central, and being a stone throw away from the lake but also having a perfect connection to the train station and airport and living on a lively square full of cafes, restaurants and shops. And the bus stop is just in front of your door. What else? :)",2,2.0,1.0,2.0,219.0
52500334,42831511,Private room in rental unit,Private room,1 private bath,"Carouge, Genève, Switzerland",Une chambre avec salle de bain privative.,Quiet accommodation and very well located for everything. <br />The private bathroom is next to the bedroom.<br />You have coffee /tea available<br />You can have a space in the fridge in the kitchen.<br /><br />Carouge is a very charming place in Geneva.<br />I have a very nice and discreet cat who lives both outside and inside.,1,1.0,1.0,1.0,71.0
52547573,1266039,Entire condo,Entire home/apt,1.5 baths,"Carouge, Genève, Switzerland",Charming spacious apartment GR8 location in Geneva,"Vintage boho luxe. Stay right in the heart of Geneva’s coolest neighbourhood, Carouge. Near the cafes, wine bars, restaurants, farmer markets, boutiques, artisan ateliers, co-working and music venues which make this urban village amazing. Monthly rate available (CHF132 per night) - please send a request via this link: https://www.nocarz.pl/h/gvahipsterapartment",2,1.5,1.0,1.0,180.0
52584217,246254421,Private room in condo,Private room,1 shared bath,"Genève, Switzerland",Beautiful place to stay in the city 🌆 center,"The whole group will enjoy easy access to everything from this centrally located place.<br />Attracted location very close to the geneva lake, United nation, Airport, rain station, old town, park & buses.<br />The Appartment and room are spacious furnished with all the furniture and electronic appliances. Special attraction is geneva lake & flower clock which is 2 minutes walking distance.",1,1.0,1.0,1.0,69.0
52615413,246254421,Private room in condo,Private room,1 shared bath,"Genève, Switzerland","Lovely 😊 attractive , quite place🏡 in the center.",Forget your worries in this spacious and serene space. Relaxed and enjoy your stay with all the necessary things required in our daily routine lives. Feel like a small home 🏡 away from home 🏠. The room is very well organized to manage your work from home. Fascinated location 2 steps away from genève lake & flower 🌺 clock ⏰. The chain of five stars 🌟 hotels and restaurants are around the area.,1,1.0,1.0,1.0,48.0
52871099,3528377,Entire condo,Entire home/apt,2.5 baths,"Genève, Switzerland",Luxurious 3BR Family Apartment - Geneva Center,"Luxurious family apartment in the heart of Geneva.<br />The apartment is in a calm residence and has been fully renovated and furnished with taste in 2021 .<br />The apartment offers a large living room, three spacious bedrooms, two bathrooms and a comfortable balcony.<br />Close to the city center in the greenery.",6,2.5,3.0,3.0,290.0
52927947,10082083,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Bel appartement à 10 min à pied de gare Cornavin,"Welcome to Cité De Calvin … Ideally located. This apartment is a 10-minute walk from the Cornavin train station (Geneva Central Station) and is only 5 minutes from the quays of the Lake Geneva and all these trendy restaurants and bars of the City, as well as the promenade of the banks of the ""Lac de Genève""). You will be staying in downtown Geneva, all amenities are at the foot of the building, despite this, you enjoyed the tranquility necessary for a pleasant stay in the city of Calvin.",4,1.0,1.0,2.0,134.0
52936025,86808757,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Bright apartament în Geneve,"A 15-minute walk from the main attractions of Geneva, the old town and the lake, the apartment offers you an ideal space for two people.  <br />Equipped with everything you need to feel comfortable and at home.  <br />Located one minute from the tram stop leading to the center of Geneva, and five minutes from several supermarkets and shopping area.",2,1.0,1.0,1.0,108.0
53050983,30920214,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Bright & Confortable room close to UN,"Peaceful, spacious and comfortable room in a stylish apartment near to UN and Geneva station.",2,1.0,1.0,1.0,70.0
53121447,144755026,Private room in condo,Private room,2 shared baths,"Lancy, Genève, Switzerland",Confort Appart,"Forget all concerns in this spacious apartment located 100 sqm.<br />Private room with access to garden, terrace, shared kitchen, large living room , bathroom and toilet.<br />Indoor parking available",1,2.0,1.0,1.0,134.0
53225875,410299355,Entire rental unit,Entire home/apt,3 baths,"Genève, Switzerland","Genève-Centre, Vue Lac. Beau et Grand Appartement","Large family apartment is close to everything <br />the sites and amenities.Beautiful view  Lake.<br />Fully equipped, occupying the entire floor  -2 entrances, very quiet and very spacious, armored doors,secure, 4 bedrooms, desk, computer(PC) - Baby bed + Baby high chair from 3 months to 3 years, large kitchen, dining table, washing machine, dryer., balconies, elevator (high floor) Wifi TV,, , bus stop at the bottom of the building, 5 minutes walk from the city center , Garage-box/Chf 25.-/Day",8,3.0,4.0,5.0,719.0
53309988,431550967,Private room in rental unit,Private room,1.5 shared baths,"Genève, Switzerland","Chambre Privée *Genève, Jet D'eau. 5* Appartement.","Large and Very Comfortable Rooms with double bed with a super mattress brand new!!, central heating..two bathrooms, only 200 Mts from the Fameux and renowned JET D'EAU DE GENÈVE.. all convenience has carried by hand.. supermarket pharmacy, transport ..everything only 50 mts...come and discover the best and most CHIC Cartier of Geneva.",2,1.5,2.0,1.0,77.0
53360005,1919917,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland","Luxury studio in Geneva, facing Prsdt Wilson","Stylish 36 sq. meters studio, 50 meters from lake in Paquis area ( in front of Palais Wilson and Hotel Président Wilson) The studio is bright thanks to its double window. It has a double bed and a couch in the living room area. The kitchen is spacious and completely new. The bathroom, recently renovated, has a bath.<br />WIFI, basic products, linens and towels, hairdryer, iron and ironing table furnished.",2,1.0,0.0,1.0,92.0
53528814,31307191,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",61 Studio Cornavin Centre-ville,"Splendid apartment,  with a superb view in the Jura. (Jurassic). Next to Cornavin train station, downtown, various restaurants and shops, the Manor shopping center is right across the street. Lake Geneva and Old Town are a 10 min on foot.",2,1.0,0.0,1.0,114.0
53596620,324799084,Private room in bed and breakfast,Private room,1 shared bath,"Laconnex, Genève, Switzerland",Chambre colocation/ chambre d’hôtes,"Hello,<br />I am a woman who wants to share her apartment but also her philosophy of life. I am a Spanish-Swiss with a colorful temperament!<br />In other words, I love hosting and cooking if necessary:)<br />In a village surrounded by vineyards and beautiful walks, in the middle of the rides, 15 minutes' drive from the airport, the city center and next to public transport, bus, tram...we would welcome you for a night, a weekend or a stay in the heart of this beautiful Geneva countryside.",2,1.0,1.0,1.0,87.0
53701165,356752146,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Eaux vives T1 / 400m Jet d’eau,"Pleasant and comfortable private studio with kitchen, bathroom, internet, TV, free Netflix and other amenities, in a beautiful quiet area near the center of Geneva and a few meters from the water jet as well as Geneva beach.",2,1.0,1.0,1.0,93.0
53764986,53399204,Casa particular,Entire home/apt,1 bath,"Carouge, Genève, Switzerland",l'Iris,"The Iris is part of a listed 18th century building. It is 150 m from the Place du Marché, served by Tram 12-18, 3 km as the crow flies from Cornavin train station and 6 km from the airport. The neighborhood is lively and unstilted. It offers gourmet as well as rustic culinary services. It allows joggers to escape in a few strides to find themselves in the countryside at the edge of the coolness of a river.",4,1.0,2.0,3.0,187.0
53854969,24577777,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland","Genève : sublime, centrale et comfortable","Simplify your life in this peaceful, central space.",5,1.0,2.0,3.0,225.0
53995282,394516021,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement by the lake,Beautiful one bedroom apartment located facing the jet in the very popular neighborhood of Les Eaux Vives .,2,1.0,1.0,1.0,131.0
54001322,160301619,Private room in rental unit,Private room,1 shared bath,"Vernier, Genève, Switzerland","""I love Paris"" Room, GVA airport area, with cats","Pretty, warm,very quiet room. Private shower shared with 1 person. next to Palexpo, Arena, UN, international organizations. Shopping center 120 shops / Migros & Aldi). Kitchen to share with residents (3 people + 2 cats). WC to share with 1 person. Personal shelves in kitchen, fridge and freezer. Free ultra-speed wifi 34 Mbit/s. DVD player. LGBTQI+ welcome. Min 3 nights max 3 weeks. French, English spoken. By bus/tram: CERN 11 min., UN 20 min., airport 6 min. Additional guest = add fees 50 %",1,1.0,1.0,1.0,50.0
54101754,31307191,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",612 Studio Centre-ville Cornavin,"Splendid apartment, with a superb view in the Jura. (Jurassic). Next to Cornavin train station, downtown, various restaurants and shops, the Manor shopping center is right across the street. Lake Geneva and the Old Town are a 10-minute walk away.",2,1.0,1.0,1.0,114.0
54222168,117460444,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland","Oldtown: Charming, Spacious & Quiet 3.5 Apt (70 m)","The apartment (70 sqm) is ideally located next to the former botanic garden Parc des Bastions in the heart of the old town close to local conveniences and public transportation.<br />• Entrance hall & an entry room (terracotta floor)<br />• Luminous wood parquet living room (fire place, large inbuilt closet, sofa and a sofa bed)<br />• Luminous wood parquet bedroom (fire place, 4 inbuilt closets, bed, desk and single sofa)<br />• Luminous kitchen (with 2 cabinets)<br />• Bathroom<br />• WC",3,1.5,1.0,2.0,199.0
54269560,85356220,Entire vacation home,Entire home/apt,1 bath,"Genève, Switzerland",Studio lumineux avec balcon,"Studio, situated on the second floor of a residential building in Servette area, one of Geneva's lively neighborhoods. Apartment is located in a quite residential street with a grocery store at the building entrance, O Cantinho (Coffee + croissant or choc bread everyday at 3 CHF), and a supermarket 300 meters away.",2,1.0,0.0,1.0,76.0
54301093,41261440,Entire rental unit,Entire home/apt,0 baths,"Genève, Switzerland",Belle appartement au plain centre  de Genève lac,The entire group will have easy access to all sites and amenities from this central home.,3,0.0,2.0,2.0,166.0
54362121,61348630,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement d'exception au coeur de Genève,"Enjoy a sublime elegant and central apartment, in the heart of the old town. <br />About 80 m2 as follows: <br />- A bright room equipped with a double bed, flat screen.<br />- Spacious living room with a single bed, a large desk and a sofa, overlooking a green area.<br />-Equipped kitchen, flat screen, washing machine.<br />- Italian shower bathroom, toilet, sink.",3,1.0,1.0,2.0,300.0
54373350,441281321,Private room in villa,Private room,1.5 shared baths,"Vernier, Genève, Switzerland",Chambre charmante,"Bedroom for one person. Comfortable mattress.<br />Forget your worries in this bright, pleasant and gaye-colored room in a quiet setting between countryside and city.<br />Close to all amenities; public transport, supermarkets, post office and 15 minutes from the airport, good as its regional bus station.",1,1.5,1.0,1.0,40.0
547449227038374518,24312206,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Lovely apartment - near the river (topfloor),"Centrally-located apartment . Located in the last floor of a historic building, near the river  and 5 minutes to down town in tram or bus. (The stops are at 50 meters). Whether your mood is for a nature adventure walk or for shopping this appartment is the right place.",2,1.0,1.0,1.0,129.0
547635909129057790,442043479,Entire condo,Entire home/apt,1 bath,"Genève, Switzerland",Appartement **** centre ville - Lac  (Rives),"Enjoy this beautiful modern apartment in a lively area close to everything. The apartment  is fully equipped, comfortably furnished for a short or long stay. Located in downtown  and Lake. Tram and bus stops are just a stone's throw away Many shops and services are just around the corner and it's a very safe place where you can always find a parking space.",2,1.0,1.0,1.0,191.0
552866786923926590,197352611,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland","Genève: confortable appartement 2,5 pieces","Geneva Centre <br />Close to all amenities, public transport and close to Cornavin station 5 min walk <br />Easy access airport is 15 min. by bus  ( num 10)",4,1.0,1.0,2.0,208.0
554061316200889563,441281321,Private room in bed and breakfast,Private room,1.5 shared baths,"Vernier, Genève, Switzerland",Chambre mansardée avec grand balcon,"The bedroom has a large double bed.<br />Charming and unique this room will definitely like you. It has a large balcony, with a minimum two chairs table, for relaxing outside. It has views on the Salève mountain, the bypass bridge, the Ligon towers, the gardens, and the birds' chants. It is comfortable, welcoming, pleasant for rest, sleeping and working.",2,1.5,1.0,1.0,50.0
554063971965723176,441281321,Private room in bed and breakfast,Private room,1 private bath,"Vernier, Genève, Switzerland",Chambre atypique,"Bedroom for one person.<br />It is atypical, comfortable, lit, ventilated, heated on the floor, on the lower ground floor.<br />It sits next to a small living room, arranged and equipped kitchen. There is also the Shower and the toilet.  All of this is a small apartment. This gives it some privacy and tranquility.",1,1.0,1.0,1.0,38.0
554084692213037892,11437698,Private room in bed and breakfast,Private room,1.5 shared baths,"Genève, Switzerland",Chambre meublée proche du lac,"Room without noise. Easy access to shops and restaurants . Close to Cornavin train station, International Airport and City Center.",1,1.5,1.0,1.0,80.0
554088538015644753,441281321,Private room in bed and breakfast,Private room,1.5 shared baths,"Vernier, Genève, Switzerland",Chambre douillette,"Bedroom with a single bed. Cozy mattress.<br />You'll love the comfort, brightness, and tranquility of this attic room. You can sleep, work, or relax.",1,1.5,1.0,1.0,40.0
554679719681980485,141452870,Private room in casa particular,Private room,1 shared bath,"Genève, Switzerland","Chambre centre Genève, proche transport et lac .","Tram 15 butini a 100m<br />Lac a 100m <br />Gare Cornavin 600m<br />Apparently 2 bedrooms, so very quiet and central.",1,1.0,1.0,1.0,59.0
566591957635069065,31307191,Private room in rental unit,Private room,1.5 shared baths,"Genève, Switzerland",72 chambre Genève gare Cornavin,"Discover our cozy room with a cozy bed, desk, balcony and great internet connection to accommodate all your needs. Also take advantage of self check-in for flexibility. Relax in our comfortable bedroom and enjoy modern, well-equipped bathroom. Whether you're in town for business or a vacation, our room is the perfect place to rest and unwind.",1,1.5,1.0,1.0,57.0
568025985281789163,4340068,Entire condo,Entire home/apt,1 bath,"Vernier, Genève, Switzerland",Appartement 3P. meublé Geneve Longue durée,"Located in a popular district - Lignon Vernier Geneva, recently renovated, this apartment offers you comfort and calm with its park in front of the windows of the living room. 3 rooms separated into 1 living room, 1 bedroom and large cousin. Suitable for a family of 3-4. Pets welcome. Apartment is fully furnished and arranged. WiFi <br />2-em floor",4,1.0,1.0,3.0,80.0
569862165617447969,55814667,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Beautiful Large Studio in center of Geneva. Wifi,"Enjoy elegant accommodation in the heart of Geneva. This large studio of 60m square is located next to the Bertrand Park, 10 minutes from the city center and 15 minutes from Lake Geneva and its water jet. Public transport is close by and within 5 minutes.<br /><br />Enjoy a stylish home in the heart of Geneva. This large studio of 60m ² is located 10 minutes from the city center and 15 minutes from Lake Geneva and its water jet. Public transportation is close by and within 5 mins.",2,1.0,1.0,1.0,129.0
575026973630209781,103071235,Entire rental unit,Entire home/apt,1 bath,"Carouge, Genève, Switzerland",2 bedroom flat Carouge( 2nd br in the mezzanine),This family home located in the heart of the Carouge is close to all sights and amenities.,2,1.0,1.0,1.0,110.0
577915520314783955,437980136,Entire guesthouse,Entire home/apt,1.5 baths,"Le Grand-Saconnex, Genève, Switzerland","Studio independent, parking and nice terrace.","Your family will be close to everything when you stay at this centrally-located place.  Nice terrace next to the studio can be used. Independent  entrance. The studio is 2 minutes walking to the shopping Center in Grand-Saconnex.  Close to bus stops: Bus 3, 5, 22, 53, and F,  to ( WHO, ILO, United Nations/Cornavin):  10 minute driving  to United Nations - reachable also by bike (storage space for bicycles is possible). Very close to all shops and city facilities.",2,1.5,1.0,1.0,180.0
589471800601609591,451027999,Entire rental unit,Entire home/apt,1 bath,"Chêne-Bougeries, Genève, Switzerland","Cosy,private 1 bedroom rental in Chêne-Bougeries",Keep it simple at this peaceful and centrally-located place. Be respectful and keep it clean,2,1.0,1.0,2.0,100.0
